"C_ID","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_MonthlyFamilyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_FirmSize","C_Industry","C_FinancialLiteracy","C_FinancialInstitution","C_PersonalFinancialAdvice","C_TotalVoluntarySuperContribution","App_Tenure","App_AverageDailySessionTime","App_FrequencyOfDecline","App_ContributionTriggerAmount","App_NumberoftimeContributionTriggerAmountChanged","App_RoundUpWholeAmount","App_ShowTutorial"
"4a67ba23-a2e2-4133-aae3-fc6c20c354e5",27,"B","M",5478,5478,"N","S",1,"C","S","EGW","L","PIB","N",274,14,48,"H",50,9,1,"N"
"d1679f50-945e-4716-8ee8-a7c169b1b142",24,"B","M",9900,9900,"N","S",1,"C","S","CON","M","SUN","Y",990,21,16,"M",10,18,1,"N"
"defc12af-59c3-41c1-b369-6659591db747",27,"B","F",5020,10040,"Y","O",3,"C","S","HOS","L","IOOF","N",502,30,27,"H",10,5,1,"N"
"f2d6b348-f11a-422a-a06a-41307400ef4d",54,"H","M",10267,10267,"N","S",1,"C","P","RET","M","STG","Y",2053,27,4,"L",10,88,1,"Y"
"b92244d5-3eeb-4a63-899c-2c339c00679d",35,"M","F",9318,23295,"N","M",1,"P","M","THR","L","MTP","Y",1072,4,41,"M",10,20,1,"N"
"f70d2468-bb28-4913-9a1d-e5574d1908a6",55,"M","M",14074,35185,"Y","M",7,"P","P","FSS","M","IOOF","Y",3237,5,17,"L",10,41,1,"Y"
"14b6bea4-7fd9-49d2-883e-757eac3a4d79",50,"B","F",9168,20170,"Y","M",4,"P","S","THR","M","MLC","N",2109,24,2,"M",10,11,1,"N"
"52380069-d043-4821-bab2-70fc8f228d1d",22,"H","M",5672,5672,"N","S",1,"C","M","IMT","L","AMEX","N",0,19,21,"H",0,27,0,"N"
"25f413af-b05a-4921-a21f-8886ef52f3ef",24,"D","M",5254,5254,"Y","O",8,"C","S","WHT","L","VFL","N",263,23,10,"H",10,54,1,"N"
"9cd88c7d-ad9d-4fea-9cac-9443f21c3387",51,"B","F",16884,42210,"Y","O",3,"C","S","IMT","H","DBL","Y",2533,2,46,"L",10,20,1,"Y"
"0c02e6f0-32b4-4301-92e1-616a072c853b",38,"D","F",12960,23328,"N","O",0,"C","S","FSS","M","MBL","N",0,5,29,"H",10,77,0,"N"
"8da06ba5-1a42-4a73-801b-b6f6d1074601",34,"D","F",8354,20885,"N","O",6,"P","S","EDU","M","CBA","N",418,13,40,"H",10,40,1,"N"
"ba5ae72b-2402-44f9-937d-8889d7aee42b",38,"D","M",9897,9897,"N","S",1,"P","P","CON","L","AMPB","Y",990,3,38,"M",10,18,1,"N"
"4efb6f3f-6c13-43fe-b79a-2f70d4ea1102",60,"P","M",16771,30188,"Y","M",6,"C","P","EGW","H","HAS","Y",5400,13,24,"L",10,49,1,"Y"
"3e98500c-447d-4174-bdce-43f10e1f244c",51,"D","M",12673,22811,"Y","M",1,"C","P","FSS","M","CBA","Y",5675,6,18,"L",10,69,1,"Y"
"f39868e4-9bcd-4170-aafa-b88d6741bfde",24,"B","M",5478,10956,"N","O",0,"P","P","WHT","L","HPL","N",548,2,9,"H",10,55,1,"N"
"3afa6959-945a-4fc5-8eeb-16adf3f21d06",24,"D","M",5219,5219,"N","O",1,"P","P","THR","L","CSP","N",261,16,35,"H",10,18,1,"N"
"1b80a3d9-70a5-4baa-8ea8-adc2cc2af4f6",45,"D","F",7338,16144,"N","S",7,"C","M","AFF","L","PSP","Y",422,13,58,"H",10,93,1,"N"
"1b3b5a3b-c375-4c76-bf02-0449f25ea216",21,"B","F",4450,9790,"N","O",3,"C","M","HAC","L","VFL","N",223,17,34,"H",10,60,1,"N"
"62f38eb6-e418-4cfc-a0e1-2f7af098e46b",57,"D","M",18062,18062,"Y","O",4,"C","M","FSS","H","STG","Y",0,25,34,"H",0,24,0,"N"
"ff7cb712-da1e-4bd4-b91a-aa8689f8390b",26,"D","F",4685,4685,"Y","O",6,"P","M","HAC","L","CMC","N",469,9,1,"H",10,74,1,"N"
"2130679f-38bf-4bf9-99bf-8a01f142660f",26,"M","M",4483,4483,"Y","O",1,"C","S","EGW","L","BOM","N",224,7,8,"H",10,52,1,"N"
"d198385e-0282-4f47-bdad-6479f5da2a40",44,"M","M",13728,34320,"Y","M",7,"P","S","EGW","M","BTS","Y",4421,5,56,"L",10,70,1,"Y"
"3e278f12-6736-44be-ad71-8c30174ea67a",41,"H","F",14779,26602,"Y","M",1,"P","P","RET","M","CSP","Y",850,16,17,"H",10,25,1,"N"
"980929aa-4a90-4690-9c93-3c5ecee8f0d1",51,"B","M",17419,17419,"Y","S",1,"C","S","TNT","H","FLY","Y",4613,29,1,"L",10,76,1,"Y"
"6a37fdb4-8d10-4d68-baa5-bbf59a626fa8",50,"H","M",16538,36384,"Y","M",5,"C","S","EDU","H","BTS","Y",5326,20,39,"L",10,37,1,"Y"
"9019662d-9664-4a6b-8c8c-846fac1a4607",38,"D","F",7742,7742,"N","S",1,"C","M","AFF","L","MBL","Y",387,21,45,"H",10,42,1,"N"
"d71ed2b0-9df5-4fe5-b525-ec5d9fa104ad",44,"H","M",14526,36315,"Y","M",2,"C","M","HAC","M","UBS","Y",4677,20,15,"L",10,53,1,"Y"
"ed281c1d-98f3-4112-9839-e14b5d12274b",42,"B","M",13813,34533,"N","M",1,"C","P","WHT","M","IOOF","Y",3177,11,37,"L",10,10,1,"Y"
"eed11e0e-8d38-4c17-b1c7-54afb65a4a97",54,"D","M",18538,46345,"N","M",4,"P","M","HOS","H","CSP","Y",4264,13,12,"L",10,76,1,"Y"
"b2be9ce3-1ecf-4aeb-82d3-b0782a4e69c8",27,"H","M",4976,4976,"N","O",4,"P","S","EGW","L","IOOF","N",498,6,10,"H",10,72,1,"N"
"c0defc14-a108-4a94-a185-50f29d8aa031",27,"M","M",4191,8382,"N","M",2,"P","S","THR","L","MEB","N",675,28,55,"H",10,34,1,"N"
"a060f400-8672-450f-b69d-80ce3bb71061",36,"B","M",8758,8758,"N","S",1,"P","M","HOS","M","CBU","N",438,7,23,"H",10,37,1,"N"
"a4e4b146-b174-4930-b18c-70b2f1b3fee3",41,"B","F",12932,12932,"Y","S",1,"P","S","THR","H","AMPB","N",2586,4,27,"L",10,30,1,"Y"
"fb1c1c9a-5376-4f5a-a448-83b45cd5f06f",36,"P","M",7367,18418,"N","O",4,"P","S","HAC","M","ANZ","N",737,23,1,"H",10,8,1,"N"
"3e2d0d48-ca72-4bdc-9f31-238311d13bad",33,"H","F",7888,7888,"N","S",1,"C","P","WHT","L","BOM","N",0,27,38,"H",0,9,0,"N"
"fa0fc65c-a494-4a94-94ef-d9d5b1e064f5",23,"B","M",5351,5351,"N","S",1,"C","P","FSS","L","CBA","N",535,23,17,"H",10,6,1,"N"
"0fa5eeeb-b745-463c-a031-75301ec1cf3f",40,"D","M",7713,16969,"N","O",8,"C","S","TNT","L","PIB","N",386,26,16,"H",10,48,1,"N"
"94d7fec4-6ba4-4dc5-ae85-162f2cbcb0fa",30,"D","M",6770,6770,"N","O",7,"P","M","HOS","L","CUA","N",339,15,7,"H",10,81,1,"N"
"832e5b82-1d12-463d-ac1a-79066faaf393",46,"D","F",19624,19624,"Y","S",1,"P","P","FSS","H","BSA","N",3925,19,35,"L",10,60,1,"Y"
"c50b512e-8206-46d9-9eaf-fb35fb84b623",40,"D","F",13906,13906,"Y","S",1,"C","S","EDU","M","FMC","Y",1391,15,21,"M",10,15,1,"N"
"237dc61c-e8e9-4e59-b6c4-f4c0253d89f2",44,"D","F",7217,7217,"Y","S",1,"C","S","TNT","L","HAS","Y",361,15,46,"H",10,45,1,"N"
"000ec907-9f9a-47c7-b1e3-8335436286a5",22,"H","M",16795,30231,"N","M",4,"C","S","EDU","M","BSA","Y",1352,16,25,"M",10,91,1,"N"
"cb969d8d-126c-48a8-a780-035b015d344b",36,"B","M",7872,7872,"N","S",1,"C","M","AFF","L","IOOF","N",787,24,34,"H",10,38,1,"N"
"bc432b26-09d3-46ca-a5c6-bdf234b3bf74",36,"M","M",7361,18403,"N","M",6,"P","M","EDU","M","STG","N",1185,4,12,"M",10,67,1,"N"
"6ef620bf-25ea-43ba-ae1a-b7197c5de0bc",54,"B","F",15738,39345,"Y","O",6,"C","S","MAN","H","PIB","Y",3148,18,3,"L",10,23,1,"Y"
"234afc03-ca09-4e21-9e52-6c3484e9cd7a",48,"D","M",7607,7607,"Y","S",1,"C","S","EGW","L","VFL","N",1521,10,56,"M",10,17,1,"N"
"1b21bd0c-c96e-4519-ba2f-3b915acaab75",52,"D","F",6126,6126,"N","S",1,"C","S","HOS","L","WBC","Y",1225,24,4,"M",10,24,1,"N"
"02c61f53-ff5d-40a0-81e1-80b8db270fbe",59,"D","M",17115,30807,"N","O",5,"P","M","FSS","H","BTS","Y",3423,11,27,"L",20,99,5,"N"
"7281275d-995a-481b-b777-32657275a28e",28,"D","M",5294,7941,"N","S",8,"C","S","EDU","L","PSP","N",427,12,8,"H",10,53,1,"N"
"9e47f503-97ec-431c-91e0-72423f34d824",20,"H","M",4075,4075,"N","S",1,"P","S","CON","L","FMC","N",408,20,39,"H",10,30,1,"N"
"c0032d24-2eca-478f-8163-53dabca1a1f0",25,"D","M",5917,11834,"N","S",3,"P","S","EGW","M","ING","N",0,20,58,"H",0,27,0,"N"
"cc8132d4-9859-4dfc-a8c3-ed3a958405d9",22,"B","F",4411,4411,"N","S",1,"C","M","IMT","L","BSA","N",441,7,46,"H",10,59,1,"N"
"47e3cfa7-7826-4ecd-b3ee-0af006ebe698",52,"P","M",12699,22858,"Y","S",5,"C","S","THR","M","HSB","Y",0,23,46,"H",10,26,0,"N"
"f8cf3740-85c7-40d1-9006-5492d0df1916",21,"P","F",4731,4731,"N","S",1,"P","M","WHT","L","SUN","N",473,27,14,"H",10,80,1,"N"
"95386d00-c81a-4ef0-82c9-9794eabd1e95",29,"D","M",5757,5757,"N","O",0,"C","S","HOS","L","CUA","Y",576,17,27,"H",10,97,1,"N"
"c6df9993-ec52-4493-bcb0-15e91a2a6986",51,"B","F",16145,16145,"Y","S",1,"C","M","HAC","M","HPL","Y",3229,24,59,"L",10,29,1,"Y"
"5b5ec003-e300-495b-9e2e-19801db3bcbc",52,"B","F",19634,43195,"Y","M",4,"C","M","WHT","H","FLY","Y",4516,5,14,"L",10,53,1,"Y"
"0a99190e-a09c-4b65-a606-ba099f5d3d17",31,"B","M",4491,4491,"N","S",1,"C","P","MAN","L","SUN","N",225,13,28,"H",10,25,1,"N"
"499f136d-b5f0-46c3-9b36-3862aeb57b86",44,"D","M",13115,23607,"Y","M",6,"C","S","MAN","M","HSB","Y",1056,20,8,"M",10,94,1,"N"
"674b66dd-0b37-41cd-80fe-32b32241b3df",31,"M","F",6543,6543,"N","S",1,"P","S","EGW","L","HPL","N",327,19,59,"H",10,4,1,"N"
"e49bb8ce-e7b7-4dda-beed-d9ac796d69bd",22,"D","M",4701,9402,"N","M",7,"P","P","EGW","L","UBS","N",757,5,21,"H",10,53,1,"N"
"5882ac4b-4884-4213-9ecd-f7e541931790",21,"D","F",5529,9399,"N","S",6,"C","M","CON","L","CSE","N",317,13,8,"H",10,91,1,"N"
"2ce35a2c-5522-4de4-b25b-90686904bee7",57,"D","M",18020,18020,"Y","S",1,"C","P","AFF","H","HPL","Y",0,20,16,"H",0,73,0,"N"
"c13e202f-8b48-452f-8095-e9edcd0a1768",41,"B","F",16511,41278,"Y","M",5,"C","S","WHT","H","AMPB","Y",3797,2,5,"L",10,99,1,"Y"
"39b99d35-5899-4d1e-a883-053c7414b528",42,"H","F",10391,18704,"Y","O",8,"P","M","RET","M","CMC","Y",520,16,53,"H",10,74,1,"N"
"23f308e4-acd7-4bc4-ada2-b03bac15dd3d",40,"D","M",9765,21483,"N","M",8,"C","S","IMT","M","HSB","N",786,26,36,"H",10,64,1,"N"
"154b7897-2165-4671-8be9-64f11191824a",45,"B","M",6444,14177,"N","O",0,"C","P","EGW","L","MEB","N",322,18,48,"H",10,78,1,"N"
"631f10fc-f592-47ae-9c24-c713c5ffca81",46,"M","M",10250,10250,"Y","O",3,"P","M","IMT","M","NAB","Y",0,30,35,"H",0,64,0,"N"
"ff254681-0804-44a3-81c6-45276dcfb48d",47,"M","F",18155,18155,"N","O",7,"P","P","IMT","H","AMEX","Y",0,27,19,"H",10,40,0,"N"
"94e2dca4-9625-4afb-8a19-e5abf8b186b6",26,"D","M",5892,5892,"N","O",1,"P","P","CON","L","WST","Y",589,6,51,"H",10,55,1,"N"
"e3e837a6-945e-463e-9c6a-d348380e70a5",36,"B","F",6455,12910,"N","M",6,"C","M","MAN","L","VFL","N",743,5,57,"H",10,68,1,"N"
"375560a4-53a2-4e30-96a1-3e6ad84c30f6",20,"P","F",5878,12932,"N","S",6,"C","S","HAC","L","AMEX","N",0,12,28,"H",10,95,0,"N"
"8f480154-f81e-4982-a70b-a97deba0b911",28,"D","F",5857,5857,"N","S",1,"P","P","HOS","L","AMPS","Y",0,28,22,"H",10,10,0,"N"
"c6f20ee4-817d-44ce-a2c7-d152d8bc3be0",41,"H","F",16294,40735,"Y","O",7,"P","S","FSS","M","CUA","Y",3259,16,45,"L",10,15,1,"Y"
"672e6b9a-7927-4ab3-b15c-3f0a5a55b6bf",55,"M","F",15704,15704,"Y","S",1,"P","S","RET","H","AMPS","Y",3141,4,13,"L",10,56,1,"Y"
"8e9a0d8a-460f-447e-99c7-6ca455a27b41",56,"B","F",16536,41340,"Y","O",6,"P","S","FSS","H","BOM","Y",3307,19,18,"L",10,48,1,"Y"
"4b6e7452-eb04-4465-9bc6-fccf31702029",38,"B","M",7800,7800,"N","O",0,"C","S","IMT","L","BQL","N",390,7,34,"H",10,23,1,"N"
"68e81060-6ed2-401c-96ce-aea269de41a7",55,"B","F",14636,14636,"Y","S",1,"P","P","THR","M","FMC","Y",2927,22,22,"L",10,77,1,"Y"
"d88863de-3a31-483a-8ec9-502ec95e0e9a",36,"P","M",9927,24818,"N","M",1,"C","S","WHT","M","WBC","Y",1599,23,54,"M",10,7,1,"N"
"b7986588-876d-492f-ac0b-070518d45557",44,"P","F",15371,15371,"Y","S",1,"P","P","HAC","H","AMPS","Y",3074,22,4,"L",10,31,1,"Y"
"c35852db-3811-4c3f-a57d-7433f4ed3097",25,"P","M",5778,11556,"N","M",0,"C","M","TNT","L","BTS","N",931,15,3,"M",20,2,1,"N"
"81cc1ee8-24fc-4199-a4f9-d64802182851",28,"B","F",4843,9686,"N","S",1,"P","M","FSS","L","HPL","Y",0,6,3,"H",0,18,0,"N"
"922a5080-b69e-47d5-8159-89541a2dbc3b",43,"B","M",13048,13048,"Y","S",1,"C","S","MAN","M","IOOF","Y",1957,29,0,"M",10,21,1,"N"
"0372f493-68e2-4e18-9819-ae5d0bf87fde",39,"D","F",7103,15627,"Y","O",4,"C","S","EDU","M","CSE","N",35,5,48,"H",10,90,1,"N"
"4af9e43a-e732-46bd-a383-698346cf93af",24,"M","M",4369,4369,"N","S",1,"C","P","CON","L","AMPS","N",218,17,45,"H",10,32,1,"N"
"ac75f399-33ee-4ce0-8a08-e83e67ef92fd",34,"B","M",6737,6737,"N","S",1,"C","S","THR","L","AMEX","N",674,30,5,"H",10,10,1,"N"
"09ac8520-a493-41d6-8096-d8905c5d492a",30,"H","F",13299,13299,"Y","S",1,"C","M","CON","M","FLY","N",665,5,35,"H",10,88,1,"N"
"b0e83ab7-d941-46e4-bb88-f221772accbd",47,"M","M",18353,18353,"Y","O",5,"P","S","TNT","H","DBL","Y",3671,6,54,"L",10,94,1,"Y"
"59c940c8-dfcb-4bd5-953f-a32acc7177b4",52,"H","M",16644,16644,"Y","O",1,"C","S","AFF","H","BBL","Y",3329,12,57,"L",10,22,1,"Y"
"832a6643-d77b-48b8-8340-434a78ce494c",34,"P","M",7254,7254,"N","O",3,"P","S","RET","L","BOM","N",363,16,32,"H",10,1,1,"N"
"39882aef-cb12-49d3-8dc3-b85fcbf20a66",51,"H","F",15085,27153,"Y","M",2,"P","S","THR","H","BOM","Y",3470,21,0,"L",10,87,1,"Y"
"680ac451-9016-453f-8377-7c13dea5d528",55,"D","M",16293,16293,"Y","S",1,"P","P","CON","H","BWA","Y",3259,17,1,"L",10,100,1,"Y"
"96600bbe-ec58-4355-9673-d1f1c386771b",40,"M","F",17023,42558,"Y","M",1,"C","M","IMT","H","BQL","N",979,27,57,"M",10,54,1,"N"
"0c5d17e2-4b1d-4e49-8e95-871cf9f639a9",40,"H","M",16341,29414,"Y","M",5,"C","S","WHT","H","WBC","N",1315,15,57,"M",10,6,1,"N"
"2a9309f1-0f2f-4832-84de-637d546cf2d5",48,"P","F",13256,23861,"Y","M",0,"P","M","IMT","M","CSP","Y",3049,21,30,"L",10,72,1,"Y"
"35f2231b-5ae8-4561-9066-96d9187766dc",37,"B","M",9321,9321,"N","S",1,"P","M","EDU","M","PSP","N",466,15,23,"H",10,15,1,"N"
"e0aeb03f-5e1e-48e6-9351-8300a49a3097",39,"H","M",9462,23655,"N","M",0,"C","S","EGW","M","MLC","Y",1523,29,2,"M",10,80,1,"N"
"7994ba10-a7f1-42c7-b8e9-f2a2644600b6",56,"B","M",17805,44513,"Y","M",1,"P","S","FSS","H","CSP","Y",5733,14,47,"L",10,83,1,"Y"
"da73b511-e526-422d-b37e-c23721ee442a",36,"M","M",6557,6557,"N","O",6,"P","P","HAC","L","IOOF","N",656,21,19,"H",10,94,1,"N"
"3f5b32b3-b137-44ef-bc5b-8e34cbbcbecc",38,"M","M",8571,18856,"N","M",1,"P","M","RET","M","HAS","N",691,15,47,"H",10,40,1,"N"
"627ac860-b23b-488f-9d89-ea961e4ae26c",24,"D","M",9795,9795,"N","S",1,"C","P","RET","M","MLC","N",0,21,12,"H",10,96,0,"N"
"0a6ce854-01b4-469c-9890-714a540aaa23",59,"B","F",7141,7141,"Y","S",1,"C","M","HOS","L","FLY","N",1428,3,16,"M",10,67,1,"N"
"1c7386ee-551f-45e0-a4c4-2fe11c923ffb",20,"H","F",4323,9511,"Y","S",8,"C","S","RET","L","BBL","N",248,16,58,"H",10,41,1,"N"
"2c9f6638-01d6-4dde-97fe-62ca259a281d",38,"D","F",6498,14296,"N","O",8,"C","P","RET","L","BBL","N",325,13,39,"H",10,47,1,"N"
"45b70cf4-59f6-4fd3-ab4c-b5aa80027fca",24,"D","M",6458,6458,"N","O",4,"C","S","HAC","L","BTS","N",323,25,53,"H",10,62,1,"N"
"a42c6cc6-c918-419f-b389-5a69b810f936",58,"B","F",11336,28340,"Y","M",3,"P","P","MAN","H","MEB","N",2607,16,48,"L",10,76,1,"Y"
"0a05974c-6a93-46c7-b5d5-b8ba4a6682d9",22,"B","M",5099,11218,"Y","S",7,"C","P","THR","L","BQL","N",411,21,53,"H",10,76,1,"N"
"ab7e6306-d0b8-4aa9-912c-33b97b665d8a",21,"H","F",5789,5789,"N","S",1,"P","S","EGW","M","DBL","N",579,22,1,"H",10,78,1,"N"
"7f6a3ecb-5e60-40df-8a3a-4b1b8ed2df8d",40,"B","F",15821,15821,"Y","S",1,"P","S","EGW","H","CUA","Y",791,28,10,"H",10,83,1,"N"
"0921e6eb-a087-424f-969c-2bb03782e119",46,"B","F",7164,15761,"N","O",3,"C","S","TNT","L","RAMS","N",1433,15,49,"M",10,47,1,"N"
"393cdfa0-acad-406f-b5f6-1a6edd12f7c3",21,"B","O",5569,5569,"N","O",7,"P","S","HAC","L","MEB","N",278,2,4,"H",10,43,1,"N"
"72d51754-71fe-43e1-8276-7b4bc079dbbf",24,"H","M",7940,7940,"N","O",2,"P","P","FSS","L","CSE","N",397,5,11,"H",10,23,1,"N"
"c2a1fe2e-4e22-44f7-8c27-149f68ff9202",30,"B","M",7427,7427,"N","S",1,"C","S","TNT","L","BBL","N",743,28,57,"H",10,48,1,"N"
"dd578043-7b73-4fb8-89e7-32aa2669da72",39,"H","M",6776,13552,"N","M",0,"P","M","IMT","L","AMEX","N",1092,5,51,"M",10,20,2,"N"
"242afdf6-ae1f-4694-ba10-3960f63cd9d0",23,"B","F",4694,4694,"N","S",1,"C","M","RET","L","CBU","N",235,13,5,"H",10,52,1,"N"
"b04cbaa7-4998-4213-b2db-3f6bd12eb3f1",46,"P","F",17302,43255,"Y","M",8,"C","P","CON","H","BWA","Y",3979,27,39,"L",10,54,1,"Y"
"1c01d7a9-c5b8-4742-b716-32a00b6a5684",23,"D","F",5568,12250,"N","O",0,"C","S","CON","L","BOM","N",278,30,39,"H",10,65,1,"N"
"da82298c-38bd-4bca-8510-d53b230bbdc5",46,"D","F",11419,11419,"N","S",1,"P","S","WHT","M","BQL","Y",2284,19,14,"L",10,9,1,"Y"
"e7dcb897-56de-44f0-b807-67a3db048fb3",36,"B","M",8136,20340,"N","O",0,"C","M","THR","H","HPL","N",814,9,8,"M",10,63,1,"N"
"7282e91a-8f02-46d9-8703-488956f6270d",44,"H","F",19543,19543,"Y","S",1,"P","M","MAN","H","RAMS","Y",977,9,43,"M",10,44,1,"N"
"5779bbf0-0c02-4dac-b545-51c9652d285a",33,"B","M",9729,9729,"N","O",3,"P","S","HAC","M","WBC","N",486,4,25,"H",10,41,1,"N"
"54837d83-2fd2-4b82-99de-e698ef2b43ba",21,"M","F",4953,10897,"N","S",1,"P","S","MAN","L","IOOF","N",285,22,44,"H",10,36,1,"N"
"e33eef91-7dfb-484c-a66c-da3b75875751",25,"P","M",5851,5851,"Y","S",1,"P","P","EDU","L","SUN","N",585,26,41,"H",10,77,1,"N"
"54467928-0436-436b-b7d3-4c844f3a4e50",45,"B","M",18437,18437,"Y","O",6,"P","P","AFF","H","FMC","Y",922,10,57,"M",10,1,1,"N"
"f1b044b1-7f8f-4f65-857b-600808f9b057",41,"H","M",13630,13630,"N","S",1,"P","M","THR","M","BQL","Y",2726,11,22,"L",10,67,1,"Y"
"510eab2a-6014-4557-b19d-cc008ef025be",24,"H","M",9813,9813,"N","O",1,"C","M","THR","M","MBL","N",491,2,20,"H",10,48,1,"N"
"15ecf05a-9f16-461a-b836-a1f42019b981",55,"B","M",8211,18064,"Y","O",5,"C","P","AFF","M","FMC","N",1642,22,49,"M",10,13,1,"N"
"79fdc74c-070b-438f-bd45-72f32b4eff18",23,"M","M",5157,7736,"N","S",8,"C","P","TNT","L","WST","N",415,24,60,"H",10,95,1,"N"
"987f6e26-9cab-4bfa-95d1-327c913bee3a",58,"B","M",10689,26723,"Y","M",5,"C","P","AFF","M","CMC","N",2581,3,43,"L",10,12,1,"Y"
"4e316f21-1aa7-447c-8ceb-7b8d4a7b5d38",22,"B","F",4671,10276,"N","O",7,"C","M","WHT","L","AMPS","N",334,4,38,"H",10,3,3,"N"
"8e9a8da4-a08f-4bbe-9e4c-b4adc4c1e4d3",47,"B","M",19788,49470,"Y","M",1,"P","P","IMT","H","VFL","Y",6372,9,47,"L",10,83,1,"Y"
"70677a0c-e2c5-400a-8227-7ab289e9f5bf",46,"M","F",15879,15879,"Y","S",1,"P","S","MAN","H","AMEX","Y",3176,8,21,"L",10,60,1,"Y"
"9bc0bc53-d434-4941-b0e1-25f4c50ef4cd",45,"B","F",15897,39743,"Y","O",5,"P","M","EGW","H","BQL","Y",2385,3,19,"L",10,29,1,"Y"
"16e00371-6945-4893-9d22-fad8a880baf7",41,"H","M",4435,9757,"Y","O",1,"C","M","MAN","L","SUN","N",222,11,5,"H",10,84,1,"N"
"98487ed5-169a-4ba5-abf0-99207df3d05a",60,"B","F",12605,31513,"Y","O",4,"P","S","WHT","M","ANZ","N",1891,14,30,"M",10,74,1,"N"
"4ce44f13-ca59-49b8-874b-e8281a6ee185",28,"D","M",4157,9145,"N","S",3,"C","M","CON","L","BTS","N",335,27,14,"H",10,58,1,"N"
"5c12267f-eaf0-49c7-adb2-e3b779ffc75f",31,"M","F",7014,11924,"N","S",3,"P","S","EDU","L","DBL","N",0,12,14,"H",10,11,0,"N"
"7c88fc38-c9a7-481b-8fab-7ea02d9e109c",51,"D","F",17318,43295,"Y","M",5,"C","S","IMT","H","PSP","Y",3984,21,18,"L",10,33,1,"Y"
"72b45083-5d6a-4199-afc7-060445d454e7",60,"M","F",16115,40288,"Y","O",7,"C","P","EDU","H","MLC","Y",3223,2,22,"L",10,35,1,"Y"
"f4e8da82-1a0d-4416-9ae8-0a1731ea567e",34,"B","F",7192,17980,"Y","O",0,"P","P","WHT","M","AMEX","N",719,20,31,"H",10,33,1,"N"
"8de880fb-068c-43b7-8f51-c0ed384759ef",25,"D","M",4465,4465,"N","S",1,"C","M","CON","L","VFL","N",223,25,30,"H",10,30,1,"N"
"617e9af1-affb-4ba1-a46f-41bb782d4384",44,"H","F",10588,23294,"Y","O",7,"P","P","TNT","M","CSP","Y",529,18,37,"H",10,21,1,"N"
"b41241fe-2683-4dea-817e-a4b72926748e",49,"D","M",17765,17765,"Y","O",5,"P","M","THR","M","MLC","Y",3553,30,48,"L",10,62,1,"Y"
"c07b9766-4d33-448c-a35f-c79ed48c2fc1",48,"M","M",10607,10607,"Y","O",8,"C","S","WHT","M","MTP","Y",2121,24,11,"L",10,14,1,"Y"
"e2a51f78-67ec-4e5d-8ac2-218660488620",49,"B","F",16587,41468,"Y","O",2,"C","S","MAN","M","ANZ","Y",3317,25,39,"L",10,8,1,"Y"
"024a04a9-3680-487a-8e0f-cf7e58d3d9af",44,"D","F",11275,20295,"Y","O",5,"C","M","CON","M","CUA","Y",564,10,6,"H",10,41,1,"N"
"8fe70702-a45d-4d2f-a88d-2f42aacc9549",55,"B","F",14803,37008,"Y","M",4,"C","M","WHT","M","ING","N",3405,12,29,"L",10,41,1,"Y"
"86c2f667-5680-40fb-a6df-9782fc7a7498",52,"B","F",18326,45815,"Y","O",5,"C","P","IMT","H","MLC","Y",3665,5,49,"L",10,32,1,"Y"
"1b9a910b-6ef3-40c7-8421-8714919bf44d",60,"D","F",7075,15565,"N","M",1,"C","P","IMT","L","MBL","Y",1627,5,30,"M",10,19,1,"N"
"808c70d5-d72b-4929-8d4d-bdf5578438a9",22,"B","F",4634,4634,"N","S",1,"C","M","TNT","L","PSP","Y",232,24,53,"H",10,1,1,"N"
"5e6d17fb-d039-4786-8f5d-ff569e289775",58,"M","F",15239,33526,"Y","O",7,"C","S","HOS","H","CTI","Y",0,28,24,"H",0,64,0,"N"
"1e2ea6dd-1c3c-40c3-a1d2-ef607e9ed5ee",57,"H","F",7509,16520,"Y","O",4,"C","P","EDU","L","MEB","Y",1502,8,17,"M",10,2,1,"N"
"cbe6cc7a-f6e0-4713-8ee7-d95cd016ca8e",48,"B","F",13993,13993,"Y","S",1,"C","M","HAC","M","RAMS","Y",2799,13,43,"L",10,81,1,"Y"
"81f8268a-8bbd-4948-b276-2430ca4047f1",47,"P","F",18524,18524,"Y","S",1,"C","P","FSS","H","VFL","Y",3705,19,7,"L",10,18,1,"Y"
"e44bb6e7-1313-4161-b0b4-3e612ee039de",55,"H","M",16738,41845,"N","O",8,"C","P","HAC","L","CTI","Y",3348,2,41,"L",10,79,1,"Y"
"01fb36ff-fc1e-4342-b0b6-296b604c1141",37,"P","M",18725,33705,"Y","M",3,"P","P","HOS","M","BWA","Y",2936,24,7,"M",10,62,1,"N"
"35b7b7b0-f7c1-463b-a5f9-68fde701ec4f",55,"D","M",17468,31442,"Y","M",1,"C","P","FSS","H","RAMS","Y",5625,29,2,"L",10,98,1,"Y"
"d3f8c13d-7363-42b7-93cc-e8032b3af529",52,"D","F",17330,17330,"Y","S",1,"P","P","RET","H","BWA","Y",3466,7,25,"L",10,68,1,"Y"
"48cae8da-1c1a-477c-a777-dbb6cb6c8c47",26,"M","M",4199,9238,"N","S",7,"C","P","TNT","L","STG","N",338,30,40,"H",10,0,1,"N"
